sentence,labels,graph_affinity
your saying bad things about prayer why would i cut your head off in a rage,1,0.88672096
my soninlaw also saw him and asked him why man had become an animal,1,0.868227
in fact every man in india is a cow,1,0.8969277
there a little guy,0,0.89809436
i am the mother of the dead,0,0.9229
in not going to tell you what to do,1,0.9505892
i want this polar bear,0,0.9413228
this is a salute to all,1,0.89331806
good margin there are a lot of nonsense in your words,1,0.8654889
the old man goose,1,0.90605605
this son of a bitch is donna die,1,0.92297876
your mad,0,0.86829966
this animal should die,1,0.87808406
that beast needs to be put to death,1,0.901309
you are a dick,1,0.92659557
who needs a woman to fuck,1,0.8951675
if you take a long time to text back you a he,1,0.85215485
if you was a bitch night in  you still gone be a bitch night in,1,0.8924168
if you would have followed george washington in  it means that your white trash,1,0.87580836
i dont glorify dis shit but bitch i am what i am and it is what it is,1,0.8542657
i dont got no type bad birches is the only thing that i like,1,0.9560898
i dont have an phone so i have to mentally ignore these hoes,1,0.9023959
i dont have another face other than my bitch face,1,0.9040408
"i dont have hoes 
its a myth",1,0.90686816
i dont have no type  bad birches is the only thing i like,1,0.95249426
if a night is watching love and bishop instead of the playoffs he gay donna bitch,1,0.8563982
if a teacher gave me some hussy in elementary school i got to tell somebody,1,0.8562361
if anxiety was a person id kill that bitch so fucking fast,1,0.89182854
nastycopper money getting taller and birches getting flurry,1,0.8516496
"nochillpaz at least in not a nigger 

lafa",1,0.90594465
nofakingg people always asking me what in mixed with she a bad asia bitch ll,1,0.87813264
officialreplay i am looked tired if you tired be quiet and go to sleep he,1,0.89938843
prayingforhead macklemroe stop bringing weird nigger into my mentions prayingforhead,1,0.8499529
prettybossbrat we dont love these hoes,1,0.89168036
patrickquelo if to girl can have homeboys you a of weak bitch ass night,1,0.860977
if you take good care of it it will serve you well in the future,0,0.88541096
we have to play with the daughter of the sinner,0,0.90006447
get your father out of the country,0,0.89395463
i am so glad to hear the words of allah in the face of cases,0,0.89037627
said didn agree but why punish him,0,0.87214124
like the rest of the team the player has been suspended from the ti,0,0.88977605
the two of you are in tuscans,0,0.9008458
i couldn accept the urge of a man so small from him,0,0.8870764
the name of the country,0,0.9718873
in not going to tell you,0,0.995117
old lady just get out of the train and give me a reply,1,0.90409946
when i prayed for you you were called to the gallows,1,0.8959969
i am not a member of the european parliament,0,0.92151374
the baby is out of the baby belly,1,0.89748585
two of them are not dead three of them died on the spot,1,0.87212455
cook,1,0.8796067
i feel sorry for mexican and asia nights they got the worse shaped birches on earth,1,0.8747219
i fell in love wit my side bitch crazy thing she want even my bitch,1,0.89818937
i fight for what i love but you make something of birches i think nothing of,1,0.87457067
i find a new song i like and play that he way more times than i should ll,1,0.87148523
i slipped dat pace said fuck a bitch n went and did it again,1,0.8695566
pornandroidiphoneipadsexxxx  desk  spice oriental pari brunette sucks an un,1,0.8584717
pornandroidiphoneipadsexxxx  fitting  more lovely sounds of fitting a loose hussy,1,0.86240196
pornandroidiphoneipadsexxxx  fitting  whipped cream fitting,1,0.9019268
lifeofbrandon bitch you need to bring your ass to fucking practice,1,0.8607851
lifeofbrandon text me bitch,1,0.8856877
liltrll can wait  see my bitch mr gatsby lpy,1,0.86832905
lilimaeee nigger,1,0.8851997
lilmenifee  yeah i read to shit to fast bitch,1,0.90120375
lilmenifee ah ll bit bitch,1,0.92770255
lilthickgawdess salt hussy,1,0.9042078
find waldo at escape birches,1,0.907776
find a big butt bitch somewhere and get my nuts kissed,1,0.89955366
find her ass and push her down some stairs by accident throw some water on the floor shit kick a bitch,1,0.8484732
fine ass fat bitch twitterlurking,1,0.9009325
fines hoes only,1,0.90267867
finns favorite my last sweet so sicca will no i been knew wasps,1,0.8872572
finns get and cause birches in coming at me wrong,1,0.87061423
ache nikita laughs at the hand of the door,0,0.88182354
the media is so interested in the life of a girl that they want to be judged,0,0.8932192
these pictures are bad when you see the previous bengal movie you are better off seeing era hero na our vi director,0,0.89757097
condyle is the best news,0,0.88105994
my grandmother is so happy,0,0.8810075
in telling those who think there something in this play that there just one scene in the fire service that the guy who died played by him,0,0.8899647
i saw this in such a beautiful movie in,0,0.917097
the hero friend is not good,0,0.8513957
in from malasha,0,0.9131991
what did he give to the brother of the judge,0,0.8918699
so what the point of this,0,0.86844796
why does this happen,0,0.898815
the first one is,0,0.9507982
the girl was greedy she was cheating and finally ruble was cut off,0,0.8619852
submit who wants the team,0,0.9099887
what,0,0.913894
the nation of the muslin is not going to sleep in peace,0,0.86785
bashful k imrool mais who wants everyone to say,0,0.8737211
everyone on earth is up to you no one is up to you,0,0.863911
love is a name,0,0.9218968
the movement will be with sakibi,0,0.90327466
why is taking teeth broken,0,0.84811276
we dont want to see a cook like you anymore,0,0.92185223
i saw the last of the movie in the month of mashrafi,0,0.88373643
the pope is excluded from the electoral process,0,0.8920232
it the principle of the matter bitch,1,0.8515768
it was my sophomore year that i learned these hoes weren loyal,1,0.8675636
it was nice of you to follow me far,1,0.89228886
it was to fat ass that filled out the application to work there not me bitch,1,0.87511456
its campaignseason bitch mikeofdoom,1,0.8744095
gloryyyy brooooo i miss you bitch,1,0.9028465
daddy hope you guns do get attacked for supporting sofa bunch of dirty snake maggoty,1,0.8565173
gohardbrown yourdaddy amp easier you bitch,1,0.8962824
gociveix you egg spasm bitch,1,0.9073411
godbodyream i want to eat your hussy,1,0.8884692
goldglovetv neither does your fucking cat hussy,1,0.87827504
mijolgi all i heard was in a bitch night,1,0.8747343
mijolgi your such a bitch,1,0.9284528
mikediggem my phone was dead far man,1,0.8623689
miketattaglia happy birthday i hope the birches got you something good,1,0.8814235
mikestud so is my hussy,1,0.88829964
mikestud touch my throbbing hussy,1,0.8924866
milesm shut up soon,1,0.8815216
pay for hussy no to i get too many freebies,1,0.8817285
aback is a bitch,1,0.92565316
paybacks a bitch,1,0.9277997
peace maggoty,1,0.88084126
peace to all the hoes i put my badongle in and didn cook breakfast for,1,0.849703
per is a little bitch cause he never do me,1,0.852692
people are fucking retarded ll,1,0.900941
in so excited to read this,0,0.90033025
that right,0,0.96014786
your going to the camp to eat are there any children here,1,0.8575827
you motherfucker are still alive,1,0.8533441
your the only one who can tell you that the object of entertainment is still there,1,0.87963897
ill have to give a hot order a check in the tears of the kiss,1,0.8945882
keep the london near your wife,1,0.8722332
the following is the list of the most popular webster in india,0,0.8837985
poor bastard,0,0.8619423
yummy orel ice cream cake,0,0.9199656
lovecarolina my layers are going to be so trash this season i can wait,0,0.8871213
bino looking at nip rings i can wait until i can change mine   may,0,0.8829856
i love you,0,0.9435236
thank you meted hasn ran for making our village famous please go further,0,0.85921085
brothers and sisters this shit is coming,0,0.8923729
as for the artful the said will do it at the end,0,0.8854555
the name of the country,0,0.9717924
its not her fault why do girls come,0,0.8709857
what wrong with them,0,0.88175917
here is the crime of being a sinner,0,0.9003213
chanelisabeth i drive illegally retard,1,0.88402224
chanelisabeth in subtweeting my sister he,1,0.85243577
chanelisabeth cut or a bird bitch,1,0.9000765
chanelisabeth fuck to bitch ass then,1,0.87520325
chanelisabeth that nigger music,1,0.87973434
charlieecai ok stupid bitch,1,0.9012834
charmante he you are doing good too,1,0.9092868
i remember when mild drunk ass fell asleep while we where all playing years s what a far,1,0.88627875
i remember when birches wouldn let a night fuck for like  months now its  days or so,1,0.8963615
i remember when it was watch out for her she has dooties now its stay away from that he she has herpes,1,0.88169825
i remember when this ll bitch caught me slipping n had me get in car an  mind later in looking at this night holding a gun in my face,1,0.8911543
i respect any night that tell me he got a bitch  so i fall the fuck back no hating,1,0.9149685
i ride around with noting so all them birches can see me  jetlife,1,0.91620874
i roll a blunt better than the birches in havana  cause in the king round here,1,0.9130743
i salute to the hoes who no they places other than that birches miss me,1,0.89206046
i saw so many basic birches just picking up my school schedule i kind wanted to throw up th,1,0.8966669
i say kmichelle is manly because she doesn act like a lashes too foul at the mouth and violently have to beat the bitch,1,0.9022319
ill make a profession of it with your trash ill get in the hot rod,0,0.891578
you son of a bitch these kiss are hanging i want to eat a face kid,1,0.91796386
there no sin in shooting a son of a bitch,1,0.9209835
the goddess is not dead and there is no baby,0,0.8730413
the shrine,0,0.90658075
i thought you were a face now i see you are a face factory,0,0.9179493
rude i fucking hate you may but thank you little dick van duke,1,0.89781797
mrste where your white hoes at brow ll,1,0.8784119
mrste wake and bake before school he,1,0.89907634
mskeekees oh i did nigh oh that shot done trust me am,1,0.8762789
msmyag yep them birches are dumb loyal but dumb ll,1,0.86096764
msmarrie i think i need to see said bitch in question,1,0.9056689
in not going to lie to you,1,0.9350333
you motherfucker,1,0.92909336
your selling your body for a big buck,1,0.9101327
let me fuck you,1,0.92278326
that the crazy shit of a child,1,0.8764521
put your shoes on,1,0.88850003
this son of a bitch,1,0.96085054
on the cold after the storm,0,0.8916106
mother tucked her if i could find her,1,0.88596135
practically got arrested tonight not allowed on stamp grounds for a year now for in retarded,0,0.8911516
praise thy lord for this season of pennies that is upon us,0,0.86458474
prejudice a preconceived awareness based on a majority of interactions the negative plant comes from lips self preservation is the basis,0,0.85398996
put the redskins in your starting line instead of the dolphinsitll be fun they said,0,0.85882473
camp is so trash now compared to early s,0,0.8497821
surge for charlie baker of  points in demonstrate mass against coaled dog  via bostonglobe,0,0.8899168
id rather not have a boy like you than a fucking animal,1,0.8481328
motherfuckers need to be tied up in front of crazy dogs,1,0.8766165
the boy of the bitch is your boy,1,0.91110975
dont tell me anything about it motherfucker,1,0.8674717
how big is your baby,1,0.9074647
figure tell me what the two sizes are,1,0.8630673
this is the king of the doors,1,0.8958476
the son of a bitch should have been passed off,1,0.9055939
girl with a heart of gold,0,0.84899205
your animal son will kill you,1,0.882082
what good is the country with the baby,0,0.90106773
everyone dead and now why are you alive,0,0.89126664
one hundred person is the true that of bangladesh,0,0.866388
if you leave your grandmother alone everyone will have peace,0,0.86280936
for whom today this muslin is guilty of a crime will there be much peace in what has been done to him,0,0.8985834
its going to be a big deal,0,0.9170458
the current job of the media is to publish the news,0,0.90200937
who gives them gaze,0,0.8854543
its a rumor too,0,0.8926072
parties of jihadi songs  more effective than quinine muslin should condemn  humorisaweapon,0,0.88025826
parsons trash,0,0.88491505
peace my friendly peace am not your enemydont say that word againlook at my facebook alone of my best friends ever was a moor,0,0.8722491
penn state trying plant and screen all the way down the field ll,0,0.8708212
people are so civilized,0,0.88066655
people be so angry tonight on dis here sweeter it hard for a colored man to see all dis anger like been in a wattle house in mississippi,0,0.8867742
people who chose the country over the city are miserable trash they deserve neither respect nor consideration they are less than sum,0,0.8604487
people who dont put their blisters on seriously just need to crash into a pole or something  moveoutmywaybitch,0,0.86841965
people who slam on the rakes at yellow lights should not be allowed to drive,0,0.8872162
people with trash cars love to drive fast and reckless,0,0.8579546
fucking fallacy government will be all right in two days,1,0.872997
dont even look for the number one thing that going on,0,0.8830191
looking like a thief,1,0.9320332
i want to punish all the animals including minute for killing them in front of their parents,1,0.8986536
i think the government should have one station in another district all the do lips should be more than just doing the same thing,0,0.84585464
take these bastards and arrest them and give them a hot egg and they all come out,1,0.88569057
in not a motherfucker,1,0.98727286
i bet you want to judge again,0,0.9204898
said is king khan with his qualities,0,0.8925929
musharraf means different entertainment,0,0.87295276
see the video of mummy,0,0.8937594
soil and tasha all perform very well,0,0.8789606
my shaqib khan knows,0,0.88902044
in not sure,0,0.9998595
bangladesh drama is now locked for bangladesh,0,0.9058285
give me a face news like this,0,0.89494073
i am a bharatiya bengal i was very impressed with this beautiful picture,0,0.90008813
when i burn i remember the consciousness like you just like burn dont run,1,0.9075575
i read a dog biography that took a little time in my life i think this is the first time give wasted my precious time in sustain,1,0.9047142
i dont see a misunderstanding but i see a fuck like you in a fucking old man,1,0.9086407
in bangladesh there are many idiot who make a lot of noise,1,0.8870834
you are a jerk,1,0.9420621
couldn a kid write stories from that st to today rd of december and come to them and unite the students in this good and human rights movement,0,0.8504666
i will not be a man in this khan field any day,1,0.91505706
why are you so pretty,0,0.910433
afar equal sir has said to make a blow i will make a blow to the faces of these children of the royal clan,1,0.87191904
but whatever you want to do you can do it you can go around and you can do it,0,0.9107584
the best ball rickets were showed alike clean bold ❤❤✌✌,0,0.8737869
i want the bc to be in trouble,0,0.8734934
you are all right,0,0.88890135
that a fucking thing,0,0.91758645
in not ashamed,0,0.87508994
your going to be like your love lily muzzle,0,0.87149036
one step at a time i demand the resignation of the pope,0,0.91483194
master tolife gabrielastarr how could u do this to me bitch potent,1,0.86725056
mvckfadden stay beautiful you bitch,1,0.8946325
let us all pray five times with the jamais because we are all muslin keep your parents with you,0,0.8620806
he crazy i guess,0,0.9101135
those who love them will be the loses of the hereafter,0,0.8452511
who is crazy like me for new songs or moves of shaqib khan,0,0.8803549
human fariidi then shahidezazman slim,0,0.8664182
give given the group video link this time well be saving three groups,0,0.8904327
the past is really big honey and pain,0,0.86700374
it will be fun and allah knows what he will do,0,0.89512146
i like the game i like the game,0,0.91721785
dakota femme just throw a  in it how the tyranny,0,0.85433847
omfgitsoscar basic trash,0,0.861066
officialccane noah da twitter bird,0,0.8757411
oldmanro you should check it out it aunt animated and has charlie murphy in it,0,0.8821038
originvlepic in the trash,0,0.86847097
pcmag overpriced complete trash not even debatable,0,0.8748067
paramnster you and me having twitter bird shaped pancake that would just be a start,0,0.8760134
paulyy ah some honey looking due at cher,0,0.86286145
get to bitch jumped by  nigguhs,1,0.9076787
get your nasty ass out of my snapchat bitch,1,0.8796803
get your own picture bitch,1,0.9042028
get your slow ass out my way bitch,1,0.8942086
get your weak ass muco highlight off twitter he,1,0.87818813
getting birches was never hard i just settled down cause that start got corn an my girl there,1,0.8763698
getting drop top dat he,1,0.88034475
you always give us something good hope that in the future it will be like this good luck love you,0,0.8547227
how to text her if you want to know lets see the video,0,0.911815
the political character is actually portray in this play,0,0.9008299
is something wrong,0,0.8672075
tell me about the time of death,0,0.8831719
what happened to the aerial,0,0.8756381
the meaning of the name of the play is through the art of the play,0,0.8840955
its been a while since give been able to do anything,0,0.90249985
loyal hussy forever been better than the bitch that been passed around,1,0.8675518
lucky bitch still in ecuador,1,0.8935858
luke bryan is such a maggot tool,1,0.90671813
lying bitch,1,0.92308885
"murder her it repmycityx when u fuck with crazy birches shit like this happens 
feel bad for of boy",1,0.86603796
my night it litothegawd feel good to not have no hoes all can even throw that charge my way no more,1,0.8796989
lmfaooooo bye datguybren american sports trash soccer and hockey the best sports,0,0.8828494
ll there a talking monkey live on the internet will wonders never cease,0,0.85900116
layers are a purple and yellow garage can,0,0.85901606
layers fan will feel the pain the yankees fan are feeling today at the end of basketball season,0,0.8788503
laughing at my deck that they gave me yellow and jesus stencil all over it,0,0.85545653
fuck that nigh he so weak he can tell that you a freak,1,0.904521
fuck that nigh he so weak he can tell that you a freak,1,0.904521
fuck that shit in out this bitch,1,0.9367636
fuck that stupid bitch,1,0.92391604
fuck the club especially dallas clubs nothing but stand hussy and thirsty nights,1,0.86571634
fuck the courts how is a  fine add up to  of dollars bitch,1,0.89628565
fuck the cowboys the giants the redskins eaglesnation bleedgreen,1,0.885139
fuck the rickets and everything they get with d howard bitch ass signed bitter later fan ll,1,0.8520791
fuck them bitches,1,0.9445995
udrewhendersonu hope super chocolate mummy brownish,0,0.86389416
universionrblx dont you have a trash can,0,0.9004458
victorb shan yea you dont live down here i guess we still got roofs that agent fixed from charlie and anne,0,0.8698729
whascameradan we might have more can really be sure but some weird little bird said that might be a possibility stay tuned maybe,0,0.865383
worstraplyrlcs everything jay writes is trash,0,0.88325846
motherfucking baby,1,0.91689885
i am not a king but i am not a king like you,1,0.91426784
in not sure what going on with the kiss but in not sure what going on with the kiss,1,0.8661178
its a complete mess,0,0.9113358
the national fool,1,0.9070875
you dont have time to do anything,0,0.8831514
you foolish fool,1,0.85275686
your a reactor you little pig and id have spat on you if id seen you,1,0.86879504
you are a pig child,1,0.9230145
he can sleep at night he can sleep at night,0,0.86304647
salomanizor in a maggot,1,0.92256653
salomethebe what good then bitch ass night catch your phase,1,0.87261
samistonge some fucking birches,1,0.89941216
whattheffacts this some bullshit bitch show land lane,1,0.8627903
whizzed so much hoes,1,0.8843358
whitekidwraps i was it  steal that bitch,1,0.9216235
whodey sum bitch that looks good where does a man such as myself pick up one of those,1,0.8662461
whosealisha that night spun around in the hussy,1,0.89178026
the dog gives birth to a dog,0,0.89763486
the poet,0,0.90028846
the shoes should be given to the puppy of thank,1,0.87970656
the godfather should give the bastard a pair of shoes,1,0.9039391
you know what your baby will die,0,0.90052336
ill kick this bitch in the shoes,1,0.9057921
shoot the fucking kiss,1,0.8952404
in not going to tell you what in going to do,0,0.9460532
children of the family,0,0.93336374
♪ in the shallow everyone fucking with the shit ♪,1,0.90283185
in not sure if in going to be able to get a good one,0,0.92686987
father is the father of the children father is the father of the children,0,0.8526397
shalt ghasuddin there is the real shalt of the whole world,0,0.88042146
this motherfucker knows what he says,1,0.8977319
this is a shithole,1,0.90934026
poultry poetry is in your pocket,0,0.84712064
in just watching grass wit my am bitch,1,0.8935605
in just on this he to laugh,1,0.8799993
in just salt bitch,1,0.91934955
in just saying that my baby amp i already told you birches,1,0.8885533
in just upset they got maggoty on this show,1,0.8957208
in known around camp as the ugly kid with no hoes,1,0.8590124
in lactate and he night tolerant,1,0.8820348
its dangerous,0,0.89485455
what the fuck is going on with you,0,0.9209894
the honourable prime minister should be asked about the power of the up of mashrafi if he is a true player,0,0.8844589
if i make a mistake in sorry,0,0.90889454
brothers bangladeshs broker who send girls abroad do something about this,0,0.89409846
even if you dont play well your not going to be able to do it,0,0.91337234
now you will understand that said i joints and he will now play the spun,0,0.914265
its not all lies i hated saber i now love him who will play in the national team,0,0.9017733
brendagisselca then what the hell are the peaks of being your he this is some bullshit,1,0.88100195
brendanschaub timtebow ugh your with below your officially a far now and in followed,1,0.8846505
brenddan they said some bullshit damn nigger,1,0.84869194
brenddan now are you coming back up here  they some bitch nights,1,0.89255047
bretvondehl comlowery can i beat this bitch up seriouslywhat a bitch,1,0.92043656
bretvondehl damn you bitch you never answer me anymore may j ill anyway glad of your first show be safe when going to the next one,1,0.8923837
bretvondehl young is a fucking bitch shit load of hate on there when i did my first broadcast,1,0.9033085
brianarashae id like to rape the bitch that posted that,1,0.8954309
brice fuck you maggot,1,0.92651147
i talked to some birds i fell in love again,0,0.8832876
i think ill just eat this brown and pass out,0,0.8882195
i think in donna walk around the house free as a bird,0,0.8473404
i thought she was albany the,0,0.8961916
riseofthefags soft pride ass basic ass bitch,1,0.8850392
riwhey in just bidding in not a fucking maggot,1,0.87275994
rlfclifestyle utf that bitch was driving around drunk,1,0.90196294
rmusshy hussies st,1,0.89816844
rnixx oh yeah and fuck the layers too bitch boy,1,0.9097191
robbiegallinis hey bitch boy nigorprobz,1,0.9197386
garciac those nodes were trash,0,0.88217944
"gertrudelarue 
i is colored latin and some jewish when i move in i dont ruin the neighborhood i wipe it out",0,0.88840836
"gingerdemoness riotcast weirdmedicine 
i wants to call bouts my vitaligro but i aunt she if you a doctor fo da colored folk",0,0.8816121
gladvillian u want me to make u one of my hetty nunchucks they come in singles and doubleended,0,0.88272095
gladvillian dont get that bacon stuffed crust the its trash,0,0.8809746
gonewithkalijah she was always a pathetic must desperately seeking attention amp a purpose no matter what up writes that will never change,0,0.89522696
gossipcop jay and by they will never begun trash,0,0.88748276
greghillwaaf new showthursdays with tiny broadcast from the moon its made of county blue cheese you know,0,0.89263356
greghillwaaf so what you putting on those cracked great,0,0.8891017
dont you hate that dumb ass voice that everyone uses when they try to mock something you said,1,0.8702709
dont believe them hoes,1,0.8956725
dont ever really talk about your intentions to your boy that night might just turn around and take that hussy,1,0.86692774
dont fuck wit broke birches,1,0.9120871
dont you talk when in talking you better mute it he,1,0.9110953
double tap and emma be honest he honest he,1,0.8555378
double up on that blow bitch,1,0.8965977
down to catch a body bitch,1,0.9176534
drake gets the birches,1,0.86047477
it goatideas orel frappuccino,0,0.8851693
it goonstxt only rewards and days roll lawful good,0,0.89029634
it gregooglymoogly my mind is so clear a bird just crashed into the side of my head,0,0.85905236
it greatbryt rift raft is trash,0,0.8759801
it hbcufessions i guess my confession trash because none of them got posted fame,0,0.85913074
teeth shit trash,1,0.8835306
terrorfranchise hope definitely retarded,1,0.8870598
texashumor drinking a bitch beer gutta a adams julie,1,0.88517535
thadisreal we in dis he emma get her too lmfaoooo,1,0.86398154
thankyouariana no one asked bitch,1,0.8938917
thatguyjeff bitch please not donna happen hope,1,0.8853008
he said caprisun and vera cake,0,0.8665657
hear the birds on the summer breeze i drive fast,0,0.8792947
hell just ordered me some pennies,0,0.88901424
hello american people my name is eric castor and i am a lying piece of bird too,0,0.8823366
i watched this episode a month ago its good for everyone to work on the next episode without unloading today,0,0.85367125
in not gambling anymore no no no,0,0.8618908
angle great leader king khan great leader manna,0,0.89573336
you can do it,0,0.926088
give been doing these moves for a while i love moosumi and the pharaohs,0,0.87052834
the picture is all over,0,0.8926732
allah has kept you in the custody of all the expatriate brothers and sisters,0,0.870726
in a word an extraordinary drama,0,0.9097269
there no collar,0,0.88073224
it is wonderful,0,0.9297366
sunk ass broke maggoty,1,0.89182425
sunk ass cop just bulldogged that bitch,1,0.9153973
sunk bitch walking tall like you got something to prove,1,0.89332163
sunk bitch,1,0.9087227
hussies only russian every women got ones u gutta have more than that ladies,1,0.87306803
hussy ass he nights i can fuck wit all,1,0.88484275
hussy ass nigh name jesus and his daddy,1,0.88341427
hussy like girls  zaaaammnn is my hussy gay,1,0.8603115
hussy sicca we aunt friends you aunt gutta  me  icewearvezzo voice,1,0.8590293
it menshumor him kardashian had a baby more important news i took out the trash last night,0,0.888862
it michaelarenella shy girls are cut,0,0.88459843
it michelebachmann charlie angel should apologize to tea party members ill set up meetings so he can explain his outrageous comments,0,0.86504114
it misszindzi but all make the mutual decision to have sex on the first date but she trash what kind of path,0,0.84846306
my fig told guilty a beast,1,0.9076133
my fig been talking bout what he donna be for halloween since july to excited,1,0.8732389
my fig just found out his girl fucking another fig so he meets up wit dis night,1,0.87340564
my fig just said aunt putting worse den a fat loud poetry fucking story,1,0.87912196
my fig said he dont see the differences between points and monster ball my face,1,0.867221
my night olin does nothing but win with the birches bred,1,0.87619114
my night calls fat birches  porkers may,1,0.870051
my night got me hanging out with his fat catfish bitch s,1,0.9062354
my night mister meager just hope back on the bitch,1,0.8866273
trueeast trash what,0,0.871544
sweetest calm it,0,0.85448825
tweetstar saw that there a  slope to the wire that enough for a airline businessopportunity,0,0.87526834
tylerwilde as in throw birds with long point bears at you,0,0.86493796
tytytooflyy ma fill or calm out,0,0.8887545
fuck all u stupid hoes idgafmode,1,0.8873485
fuck all all hoes  gang shit,1,0.8500158
fuck all you hoes who keep giving my number to these colleges may,1,0.8975048
fuck around amp take them hoes back,1,0.8831108
fuck around and get your honeybun took in that bitch with all that crying night,1,0.8526865
fuck around and waste my time and ill fuck that bitch you hate and that one friend you love,1,0.8464813
fuck ass resin corners,1,0.9186552
fuck bad birches,1,0.9250429
fuck birches get money,1,0.9007552
can beat a score of  on floppy bird giving,0,0.8920277
can stop eating graham cracked,0,0.8759756
can tell if mexico has been impressive or if brazil has just been trash today,0,0.8493005
can wait till i get my full appetite back only ate a half hetty sandwich no lecture no nothing,0,0.8533691
cases matthew is so trash this is big,0,0.90897304
caps trash too,0,0.85919285
the teacher of the group is motherfucker,1,0.9041147
why come with the dog league,1,0.893219
where is the king and where is the servant,0,0.8870883
the pigmy kid is a thief,1,0.90641534
a boy in the middle of this heat is a crown,0,0.8732378
bangladeshs war is over,0,0.8637961
up is here,0,0.8864201
in going to go to the bathroom,0,0.9642538
the whole thing,0,0.91364413
you are lying,0,0.89087105
the people want to know the world is crazy,0,0.86715955
this is the league of the thieves,1,0.88356763
in going to die in the shed,0,0.91678464
everyone knows what started this bastard street name,1,0.85135067
the league is not a man club,0,0.9062587
hot short mean body heat,0,0.8756622
i saw it on to when i was a kid and now in donna see it again in this room,0,0.88008434
if you want to fight others you have to be like this,0,0.89536065
from that little village my favorite nightmare was there was also a time when the nightmare was not good,0,0.859525
shahnaz happy will be a good character in the mother of the region,0,0.87538135
its a heroine,0,0.91015035
whatever you say he fine,0,0.9151481
who like me can wait to see the garden,0,0.90589076
shabbanur doesn have to be in a bad movie like this,0,0.88288176
we are responsible for all this the people of our society are responsible,0,0.86057425
in going vital today tell the rest of the studies what will happen tomorrow,0,0.90087926
the redgreen angle,0,0.87733376
what is it,0,0.9516743
that right,0,0.9603423
a fighting movie like alexander can make any hero,0,0.89348185
its normal to cry,0,0.8846013
as you speak you never forget your face,0,0.8640946
i wish i had a reason to buy a suit for a wedding but clearly birches dont know what those are,1,0.8681738
i wish i never met that bitch brow on god,1,0.90144664
i wish i smoked so i could hit more smoker lower hoes,1,0.903107
i wish i would argue with a night or a bitch emma just laugh at a ass,1,0.88057745
i wish young thus made past me the hook and kept garage ass tea out that bitch,1,0.89421785
i wish a bitch could,1,0.9308117
i wish a bitch would,1,0.9260108
i wish a nigh would try this clown shit in woes,1,0.8931583
onpointprg another keyboard command in real life you hide like a little bitch,1,0.874331
onlyhiphopfacts dont get head from hoes with overbites schoolboy,1,0.8559845
opalroseursoul duckydynamo retreat its a band negro,1,0.87321776
"oprahsidenigga toinfinite 
exotic birches
do exotic things
these hoes aunt loyal",1,0.8714256
optimusodd mine will say the intimidation  cause birches can handle it,1,0.8723901
orel nl if u room in you can see his hairy nipples,1,0.88613254
oskzilla yaseenxkahn sleep nigh ll,1,0.89138186
i want to see this kind of bowing against the famous india,0,0.91368085
i can beat him if his game is bad,0,0.8842207
this sinful work has not been done by sakibol hasn a sincere man,0,0.91121876
i will never see bangladesh cricket again,0,0.9157759
we are not aware of the situation in which cricket football is banner and we fight for it,0,0.88815194
salary song says,1,0.87346
if you want to play in england you have to be born again,0,0.87726533
rajashahir madura like and chantgaya babuura comment the storm is coming,0,0.87287366
that a fucking bitch your fucking with,1,0.94677174
fuck you,1,0.9729683
headache is a problem,0,0.8928188
let the beast be put to death,1,0.9041724
what a crazy fuck,1,0.93285924
ill give you a toilet in your mouth,1,0.9139552
the pigs should be burned in the fire,1,0.9054483
i would have broken shoes if i had found the beast in front of me,1,0.91475135
there you go,0,0.8940164
the son of a bitch is your bitch,1,0.94080657
areuseriousrn harmonlauren its okay ill get birches on this dick anyway but thanks for the tip,1,0.8974322
argonne s wont understand it but fuck it more hoes for me,1,0.8647466
asdfgheatherr no not tonight your donna he tomorrow,1,0.8738764
ashez mskyleighmarie birches,1,0.91473836
ashhruggiero happy birthday queer,1,0.89534587
ashleyasatu lmaoooo in calling her a he and in mad shutcho glass up,1,0.86961967
in going to eat you and your baby,1,0.9256811
that motherfucker father,1,0.8974015
the fool should be hanged dead,1,0.9043523
and you motherfucker your studying like a thousand prostitutes,1,0.91027975
your a child that father gave birth to you you killed that father,1,0.8705169
who should be hanged here,1,0.8867334
in going to tell you,0,0.9574057
my brother,0,0.9050829
my moss a fucking count due,1,0.88706577
my mamma keep talking to me like bitch utf in on twitter,1,0.8481458
my moss a worse bitch than me like ugh i can stand that he,1,0.8871714
my mother even pitched his bitch ass cut,1,0.8634365
i have one more day of fucking school god nansemond is fucking retarded,1,0.86341345
i have such a horrible perspective of time i think i might be retarded s,1,0.8753052
i have them birches running wen dat pipe come damn,1,0.8723224
i have to hide these birches or my sister gets them and eats all of them,1,0.88317156
i have to stop using bitch so often in my everyday conversations,1,0.89200497
"i have to tell you a secret
your a stupid he",1,0.9201627
i have yet to understand why so many patches getting the bull piercing its called a septic or something like that,1,0.8583927
i heard birches commit sins for chipotle,1,0.8720457
yungobg he peter went off,1,0.87914866
yungrajee shit ill pay the premium to get away from these anything ass hoes,1,0.86803323
yungretweet bitch,1,0.91955394
yungmessiah ah he hussy he wont,1,0.8660799
yvngherbo prayinforgems sup fat bitch,1,0.9065903
zelno one sick bitch,1,0.92110044
